MySQL [yse]> select objid, ptrobs_min, ptrobs_max, ra, decl from release_20180221 where ra=0;
+-----------------------------+------------+------------+------+------------+
| objid                       | ptrobs_min | ptrobs_max | ra   | decl       |
| WFD_01_NONIa-0040_56951870  |      63401 |      63436 |    0 | -61.126862 |
| WFD_01_NONIa-0040_58260702  |     781457 |     781497 |    0 | -23.383266 |
| WFD_01_NONIa-0040_58437582  |     733599 |     733633 |    0 | -12.561985 |
| WFD_01_NONIa-0040_5856143   |    1801741 |    1801784 |    0 | -40.051697 |
| WFD_01_NONIa-0040_59817045  |    1099489 |    1099532 |    0 |   2.635033 |
| WFD_01_NONIa-0040_60957107  |    1182590 |    1182622 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_61573203  |     341617 |     341645 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_61698334  |     129276 |     129283 |    0 | -40.051697 |
| WFD_01_NONIa-0040_61841925  |     516165 |     516211 |    0 | -12.561985 |
| WFD_01_NONIa-0040_62687450  |     198767 |     198810 |    0 |   2.635033 |
| WFD_01_NONIa-0040_62732371  |     509068 |     509107 |    0 | -61.126862 |
| WFD_01_NONIa-0040_64142424  |     863467 |     863502 |    0 | -28.931789 |
| WFD_01_NONIa-0040_64751139  |     611150 |     611186 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_65091913  |     352354 |     352382 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_65690258  |     139702 |     139733 |    0 | -40.051697 |
| WFD_01_NONIa-0040_68525942  |     988169 |     988211 |    0 | -28.931789 |
| WFD_01_NONIa-0040_68804943  |     924855 |     924890 |    0 | -40.051697 |
| WFD_01_NONIa-0040_68809852  |    1161433 |    1161473 |    0 | -61.126862 |
| WFD_01_NONIa-0040_68865659  |    1044977 |    1045008 |    0 | -12.561985 |
| WFD_01_NONIa-0040_68874135  |     590671 |     590717 |    0 | -12.561985 |
| WFD_01_NONIa-0040_68941963  |    1241366 |    1241412 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_68991903  |    1333600 |    1333629 |    0 | -50.872864 |
| WFD_01_NONIa-0040_69284099  |    1792012 |    1792047 |    0 | -40.051697 |
| WFD_01_NONIa-0040_6957211   |     470840 |     470871 |    0 | -28.931789 |
| WFD_01_NONIa-0040_69927730  |    1308693 |    1308737 |    0 | -23.383266 |
| WFD_01_NONIa-0040_70120815  |     333120 |     333154 |    0 | -45.524532 |
| WFD_01_NONIa-0040_71479189  |     279676 |     279715 |    0 | -56.071083 |
| WFD_01_NONIa-0040_71585047  |    1018723 |    1018758 |    0 | -40.051697 |
| WFD_01_NONIa-0040_71669469  |     612831 |     612855 |    0 | -61.126862 |
| WFD_01_NONIa-0040_71712842  |     608412 |     608447 |    0 | -23.383266 |
| WFD_01_NONIa-0040_72059877  |    1613662 |    1613691 |    0 |   2.635033 |
| WFD_01_NONIa-0040_72077472  |    1093183 |    1093190 |    0 | -28.931789 |
| WFD_01_NONIa-0040_72373117  |    1658034 |    1658074 |    0 | -45.524532 |
| WFD_01_NONIa-0040_72498498  |     917438 |     917470 |    0 | -23.383266 |
| WFD_01_NONIa-0040_72780417  |      93293 |      93335 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_7344958   |       6106 |       6144 |    0 | -23.383266 |
| WFD_01_NONIa-0040_73578392  |      74437 |      74469 |    0 | -50.872864 |
| WFD_01_NONIa-0040_73899324  |    1508498 |    1508533 |    0 |   2.635033 |
| WFD_01_NONIa-0040_74186870  |    1580393 |    1580440 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_74377802  |    1708730 |    1708770 |    0 |   2.635033 |
| WFD_01_NONIa-0040_74662010  |    1729390 |    1729423 |    0 |   2.635033 |
| WFD_01_NONIa-0040_7488044   |     106468 |     106497 |    0 | -50.872864 |
| WFD_01_NONIa-0040_75134045  |     456683 |     456718 |    0 |   2.635033 |
| WFD_01_NONIa-0040_75317406  |    1676733 |    1676761 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_76214107  |     365158 |     365199 |    0 | -45.524532 |
| WFD_01_NONIa-0040_76372010  |     519807 |     519847 |    0 | -50.872864 |
| WFD_01_NONIa-0040_7657407   |     158814 |     158850 |    0 | -50.872864 |
| WFD_01_NONIa-0040_7754462   |    1272708 |    1272755 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_77851269  |    1462292 |    1462330 |    0 | -23.383266 |
| WFD_01_NONIa-0040_78164934  |     363596 |     363631 |    0 | -61.126862 |
| WFD_01_NONIa-0040_78889464  |     111260 |     111295 |    0 | -23.383266 |
| WFD_01_NONIa-0040_78898311  |     436101 |     436139 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_79026855  |     619334 |     619368 |    0 | -12.561985 |
| WFD_01_NONIa-0040_79404355  |     259378 |     259413 |    0 | -61.126862 |
| WFD_01_NONIa-0040_79972351  |     293646 |     293684 |    0 | -34.503117 |
| WFD_01_NONIa-0040_80510154  |    1429383 |    1429423 |    0 | -28.931789 |
| WFD_01_NONIa-0040_80723238  |     127001 |     127028 |    0 | -61.126862 |
| WFD_01_NONIa-0040_83507425  |    1172336 |    1172380 |    0 | -61.126862 |
| WFD_01_NONIa-0040_83830621  |     538224 |     538275 |    0 | -12.561985 |
| WFD_01_NONIa-0040_85313353  |     628268 |     628316 |    0 | -17.910431 |
| WFD_01_NONIa-0040_85746898  |     903123 |     903161 |    0 | -45.524532 |
| WFD_01_NONIa-0040_86458977  |    1746952 |    1746993 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_86586829  |     673423 |     673463 |    0 |   2.635033 |
| WFD_01_NONIa-0040_8691903   |     627231 |     627269 |    0 | -23.383266 |
| WFD_01_NONIa-0040_86982487  |    1651107 |    1651147 |    0 | -23.383266 |
| WFD_01_NONIa-0040_87046588  |     488567 |     488599 |    0 | -50.872864 |
| WFD_01_NONIa-0040_88967517  |     792839 |     792879 |    0 | -17.910431 |
| WFD_01_NONIa-0040_89156099  |    1546464 |    1546467 |    0 | -17.910431 |
| WFD_01_NONIa-0040_89490341  |     141743 |     141750 |    0 | -28.931789 |
| WFD_01_NONIa-0040_8958714   |      47304 |      47346 |    0 | -28.931789 |
| WFD_01_NONIa-0040_89968385  |      12599 |      12640 |    0 | -45.524532 |
| WFD_01_NONIa-0040_89985205  |    1675577 |    1675584 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_90379611  |     450962 |     451006 |    0 | -34.503117 |
| WFD_01_NONIa-0040_90413231  |     249922 |     249957 |    0 |   2.635033 |
| WFD_01_NONIa-0040_91284977  |    1656956 |    1656994 |    0 | -56.071083 |
| WFD_01_NONIa-0040_91306336  |    1555988 |    1556028 |    0 | -17.910431 |
| WFD_01_NONIa-0040_91842868  |     593722 |     593748 |    0 | -56.071083 |
| WFD_01_NONIa-0040_92272882  |     116645 |     116671 |    0 |   2.635033 |
| WFD_01_NONIa-0040_92522555  |     208219 |     208261 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_93564799  |     367419 |     367450 |    0 | -28.931789 |
| WFD_01_NONIa-0040_94469578  |     827830 |     827876 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_94506733  |    1570950 |    1571010 |    0 | -56.071083 |
| WFD_01_NONIa-0040_94696862  |     848987 |     849022 |    0 |   2.635033 |
| WFD_01_NONIa-0040_94765842  |    1700270 |    1700315 |    0 | -45.524532 |
| WFD_01_NONIa-0040_95354479  |    1181528 |    1181570 |    0 |  -7.363883 |
| WFD_01_NONIa-0040_95443085  |    1569412 |    1569440 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_96145480  |     198878 |     198905 |    0 | -61.126862 |
| WFD_01_NONIa-0040_98139414  |     849288 |     849318 |    0 | -56.071083 |
| WFD_01_NONIa-0040_98435443  |     201234 |     201277 |    0 | -40.051697 |
| WFD_01_NONIa-0040_98528349  |     858174 |     858202 |    0 |  -2.308046 |
| WFD_01_NONIa-0040_9865993   |    1720141 |    1720147 |    0 | -56.071083 |
| WFD_01_NONIa-0040_98797129  |     673826 |     673859 |    0 | -56.071083 |
| WFD_01_NONIa-0040_99849828  |    1394925 |    1394958 |    0 | -56.071083 |
| WFD_02_NONIa-0001_100042860 |    1043336 |    1043379 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_100150591 |     750041 |     750076 |    0 | -23.383266 |
| WFD_02_NONIa-0001_100862533 |    1087274 |    1087314 |    0 | -50.872864 |
| WFD_02_NONIa-0001_102548893 |      94654 |      94685 |    0 | -40.051697 |
| WFD_02_NONIa-0001_103152366 |     702681 |     702721 |    0 |   2.635033 |
| WFD_02_NONIa-0001_104336907 |     914244 |     914279 |    0 | -23.383266 |
| WFD_02_NONIa-0001_104481174 |     581847 |     581871 |    0 | -61.126862 |
| WFD_02_NONIa-0001_104492813 |    1092904 |    1092955 |    0 | -12.561985 |
| WFD_02_NONIa-0001_106863753 |     189018 |     189064 |    0 | -28.931789 |
| WFD_02_NONIa-0001_106958224 |     293532 |     293578 |    0 | -28.931789 |
| WFD_02_NONIa-0001_108333523 |     776657 |     776688 |    0 | -17.910431 |
| WFD_02_NONIa-0001_109115925 |     384837 |     384876 |    0 | -17.910431 |
| WFD_02_NONIa-0001_111194290 |     911129 |     911171 |    0 | -28.931789 |
| WFD_02_NONIa-0001_111430699 |     901676 |     901709 |    0 | -56.071083 |
| WFD_02_NONIa-0001_11339437  |     719414 |     719446 |    0 | -23.383266 |
| WFD_02_NONIa-0001_11414219  |     767287 |     767322 |    0 | -40.051697 |
| WFD_02_NONIa-0001_114427504 |     946817 |     946859 |    0 | -28.931789 |
| WFD_02_NONIa-0001_116012086 |     764712 |     764718 |    0 | -56.071083 |
| WFD_02_NONIa-0001_116832981 |      23160 |      23193 |    0 | -56.071083 |
| WFD_02_NONIa-0001_117175798 |     592795 |     592835 |    0 | -28.931789 |
| WFD_02_NONIa-0001_118048436 |     120809 |     120843 |    0 | -50.872864 |
| WFD_02_NONIa-0001_118134711 |     489464 |     489498 |    0 | -45.524532 |
| WFD_02_NONIa-0001_118281198 |     986954 |     986993 |    0 | -61.126862 |
| WFD_02_NONIa-0001_118386135 |     220785 |     220832 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_119847245 |     877399 |     877435 |    0 | -50.872864 |
| WFD_02_NONIa-0001_119924829 |     406993 |     407040 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_120654487 |     553611 |     553645 |    0 | -34.503117 |
| WFD_02_NONIa-0001_121286637 |     819669 |     819672 |    0 | -23.383266 |
| WFD_02_NONIa-0001_122911350 |     484648 |     484682 |    0 | -50.872864 |
| WFD_02_NONIa-0001_123023808 |     746039 |     746083 |    0 | -34.503117 |
| WFD_02_NONIa-0001_124628075 |     516634 |     516637 |    0 | -23.383266 |
| WFD_02_NONIa-0001_12558453  |     763985 |     764020 |    0 |   2.635033 |
| WFD_02_NONIa-0001_127671866 |    1052665 |    1052703 |    0 | -12.561985 |
| WFD_02_NONIa-0001_127910062 |    1159193 |    1159228 |    0 | -17.910431 |
| WFD_02_NONIa-0001_130782223 |    1067111 |    1067142 |    0 | -40.051697 |
| WFD_02_NONIa-0001_13105869  |     902332 |     902366 |    0 | -50.872864 |
| WFD_02_NONIa-0001_132553734 |     121741 |     121786 |    0 | -45.524532 |
| WFD_02_NONIa-0001_133883585 |     516600 |     516632 |    0 | -23.383266 |
| WFD_02_NONIa-0001_13473082  |     636865 |     636872 |    0 | -34.503117 |
| WFD_02_NONIa-0001_135215375 |     166298 |     166367 |    0 | -56.071083 |
| WFD_02_NONIa-0001_135491627 |     795821 |     795857 |    0 | -28.931789 |
| WFD_02_NONIa-0001_135625181 |     706099 |     706128 |    0 | -50.872864 |
| WFD_02_NONIa-0001_135945842 |     693338 |     693369 |    0 | -12.561985 |
| WFD_02_NONIa-0001_136357142 |     540999 |     541039 |    0 |   2.635033 |
| WFD_02_NONIa-0001_138018994 |      42993 |      43031 |    0 | -40.051697 |
| WFD_02_NONIa-0001_140543751 |     173428 |     173468 |    0 | -45.524532 |
| WFD_02_NONIa-0001_140859091 |     566429 |     566465 |    0 | -17.910431 |
| WFD_02_NONIa-0001_142575967 |     244974 |     244981 |    0 | -34.503117 |
| WFD_02_NONIa-0001_142633156 |     139301 |     139340 |    0 | -17.910431 |
| WFD_02_NONIa-0001_143978070 |     561786 |     561818 |    0 | -23.383266 |
| WFD_02_NONIa-0001_144477411 |     732440 |     732468 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_145621954 |     318771 |     318803 |    0 | -50.872864 |
| WFD_02_NONIa-0001_145653756 |     918053 |     918096 |    0 | -17.910431 |
| WFD_02_NONIa-0001_146609387 |     447311 |     447347 |    0 | -17.910431 |
| WFD_02_NONIa-0001_146785603 |       2191 |       2231 |    0 | -50.872864 |
| WFD_02_NONIa-0001_147266711 |     648913 |     648951 |    0 | -56.071083 |
| WFD_02_NONIa-0001_147615854 |     368398 |     368428 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_149202315 |     516567 |     516598 |    0 | -23.383266 |
| WFD_02_NONIa-0001_149281496 |     489426 |     489462 |    0 | -45.524532 |
| WFD_02_NONIa-0001_14944205  |     546541 |     546577 |    0 | -45.524532 |
| WFD_02_NONIa-0001_15491272  |     392503 |     392529 |    0 | -56.071083 |
| WFD_02_NONIa-0001_16032907  |     904254 |     904288 |    0 | -45.524532 |
| WFD_02_NONIa-0001_16401187  |     672926 |     672966 |    0 | -17.910431 |
| WFD_02_NONIa-0001_17823367  |     384878 |     384926 |    0 | -17.910431 |
| WFD_02_NONIa-0001_17943048  |    1048564 |    1048593 |    0 | -17.910431 |
| WFD_02_NONIa-0001_17953761  |     349342 |     349374 |    0 | -50.872864 |
| WFD_02_NONIa-0001_18875647  |     764671 |     764710 |    0 | -56.071083 |
| WFD_02_NONIa-0001_19728002  |     968339 |     968346 |    0 | -50.872864 |
| WFD_02_NONIa-0001_20205893  |     245434 |     245476 |    0 | -28.931789 |
| WFD_02_NONIa-0001_20435266  |     209096 |     209142 |    0 | -12.561985 |
| WFD_02_NONIa-0001_20552365  |     307160 |     307202 |    0 | -28.931789 |
| WFD_02_NONIa-0001_2058872   |     591690 |     591724 |    0 | -34.503117 |
| WFD_02_NONIa-0001_21531741  |     736017 |     736056 |    0 | -61.126862 |
| WFD_02_NONIa-0001_22778758  |     455297 |     455338 |    0 | -12.561985 |
| WFD_02_NONIa-0001_2385600   |     279095 |     279141 |    0 | -12.561985 |
| WFD_02_NONIa-0001_23959529  |     795859 |     795901 |    0 | -28.931789 |
| WFD_02_NONIa-0001_2418875   |     150545 |     150581 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_26482783  |      87984 |      88025 |    0 | -45.524532 |
| WFD_02_NONIa-0001_26817518  |     328780 |     328814 |    0 | -12.561985 |
| WFD_02_NONIa-0001_26819373  |    1122781 |    1122820 |    0 | -61.126862 |
| WFD_02_NONIa-0001_28399258  |     932914 |     932947 |    0 | -56.071083 |
| WFD_02_NONIa-0001_28702064  |     578039 |     578082 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_29118875  |     150583 |     150613 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_2935889   |     280252 |     280288 |    0 | -45.524532 |
| WFD_02_NONIa-0001_29588895  |     233393 |     233433 |    0 | -50.872864 |
| WFD_02_NONIa-0001_30517286  |     183898 |     183929 |    0 | -34.503117 |
| WFD_02_NONIa-0001_32280085  |     686274 |     686318 |    0 | -23.383266 |
| WFD_02_NONIa-0001_33977677  |     398450 |     398496 |    0 | -28.931789 |
| WFD_02_NONIa-0001_34578005  |     233359 |     233391 |    0 | -50.872864 |
| WFD_02_NONIa-0001_34989957  |     438790 |     438834 |    0 | -23.383266 |
| WFD_02_NONIa-0001_3536183   |     561820 |     561852 |    0 | -23.383266 |
| WFD_02_NONIa-0001_36443246  |     546579 |     546613 |    0 | -45.524532 |
| WFD_02_NONIa-0001_37074614  |      79662 |      79700 |    0 | -23.383266 |
| WFD_02_NONIa-0001_39045094  |     702723 |     702763 |    0 |   2.635033 |
| WFD_02_NONIa-0001_39608640  |     630126 |     630173 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_40809965  |     321680 |     321715 |    0 | -28.931789 |
| WFD_02_NONIa-0001_4147642   |     489383 |     489424 |    0 | -45.524532 |
| WFD_02_NONIa-0001_41701975  |     827088 |     827116 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_41808940  |     462009 |     462050 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_42678883  |     672968 |     672972 |    0 | -17.910431 |
| WFD_02_NONIa-0001_4325424   |     968348 |     968387 |    0 | -50.872864 |
| WFD_02_NONIa-0001_43574036  |     961632 |     961673 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_44022398  |      70220 |      70264 |    0 | -34.503117 |
| WFD_02_NONIa-0001_44125714  |     236367 |     236403 |    0 | -45.524532 |
| WFD_02_NONIa-0001_44644734  |     776619 |     776655 |    0 | -17.910431 |
| WFD_02_NONIa-0001_45603172  |     105828 |     105860 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_45686380  |      20065 |      20108 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_46569614  |     220834 |     220872 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_46827008  |     179255 |     179298 |    0 | -40.051697 |
| WFD_02_NONIa-0001_46849346  |     386317 |     386363 |    0 | -12.561985 |
| WFD_02_NONIa-0001_47370417  |     209048 |     209094 |    0 | -12.561985 |
| WFD_02_NONIa-0001_48397027  |     748453 |     748491 |    0 | -12.561985 |
| WFD_02_NONIa-0001_48808143  |      45422 |      45457 |    0 |   2.635033 |
| WFD_02_NONIa-0001_48867775  |     660945 |     660979 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_49282026  |     627737 |     627788 |    0 | -12.561985 |
| WFD_02_NONIa-0001_49333105  |     173470 |     173504 |    0 | -45.524532 |
| WFD_02_NONIa-0001_51121344  |     650294 |     650339 |    0 | -45.524532 |
| WFD_02_NONIa-0001_52416086  |     650341 |     650382 |    0 | -45.524532 |
| WFD_02_NONIa-0001_53067725  |     162314 |     162354 |    0 |   2.635033 |
| WFD_02_NONIa-0001_54523529  |     643664 |     643698 |    0 | -12.561985 |
| WFD_02_NONIa-0001_55523047  |     366178 |     366218 |    0 | -28.931789 |
| WFD_02_NONIa-0001_5604089   |     410544 |     410575 |    0 | -50.872864 |
| WFD_02_NONIa-0001_57422181  |     447274 |     447309 |    0 | -17.910431 |
| WFD_02_NONIa-0001_58063954  |     241207 |     241242 |    0 | -40.051697 |
| WFD_02_NONIa-0001_58477039  |     553576 |     553609 |    0 | -34.503117 |
| WFD_02_NONIa-0001_5957871   |      90452 |      90491 |    0 | -56.071083 |
| WFD_02_NONIa-0001_60373471  |      51153 |      51199 |    0 | -12.561985 |
| WFD_02_NONIa-0001_61216164  |     719372 |     719412 |    0 | -23.383266 |
| WFD_02_NONIa-0001_63391918  |     119815 |     119854 |    0 | -61.126862 |
| WFD_02_NONIa-0001_66390458  |     570437 |     570483 |    0 | -12.561985 |
| WFD_02_NONIa-0001_66408087  |     116289 |     116320 |    0 | -12.561985 |
| WFD_02_NONIa-0001_69804122  |     827118 |     827126 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_70034860  |     765763 |     765768 |    0 | -45.524532 |
| WFD_02_NONIa-0001_70398282  |     169248 |     169282 |    0 | -50.872864 |
| WFD_02_NONIa-0001_71007265  |     374104 |     374152 |    0 | -17.910431 |
| WFD_02_NONIa-0001_72322967  |     346212 |     346255 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_73965084  |     121701 |     121739 |    0 | -45.524532 |
| WFD_02_NONIa-0001_74205620  |     616322 |     616349 |    0 | -61.126862 |
| WFD_02_NONIa-0001_74720088  |      43033 |      43071 |    0 | -40.051697 |
| WFD_02_NONIa-0001_74919152  |     831535 |     831566 |    0 | -45.524532 |
| WFD_02_NONIa-0001_75791152  |     895463 |     895509 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_76173578  |     272894 |     272941 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_76373927  |    1019915 |    1019953 |    0 | -23.383266 |
| WFD_02_NONIa-0001_77243482  |     333110 |     333154 |    0 | -61.126862 |
| WFD_02_NONIa-0001_79853771  |     792176 |     792207 |    0 | -40.051697 |
| WFD_02_NONIa-0001_80568803  |     946773 |     946815 |    0 | -28.931789 |
| WFD_02_NONIa-0001_80579491  |     680319 |     680360 |    0 | -45.524532 |
| WFD_02_NONIa-0001_81031102  |         67 |        111 |    0 | -61.126862 |
| WFD_02_NONIa-0001_81035671  |     409008 |     409032 |    0 | -61.126862 |
| WFD_02_NONIa-0001_82898099  |     220736 |     220783 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_83087134  |    1003282 |    1003328 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_84030252  |     931694 |     931738 |    0 | -61.126862 |
| WFD_02_NONIa-0001_84895198  |    1010678 |    1010717 |    0 | -50.872864 |
| WFD_02_NONIa-0001_85986878  |     878415 |     878455 |    0 | -45.524532 |
| WFD_02_NONIa-0001_86636014  |     595447 |     595487 |    0 | -17.910431 |
| WFD_02_NONIa-0001_89049886  |     699276 |     699319 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_89166604  |     461970 |     462007 |    0 |  -7.363883 |
| WFD_02_NONIa-0001_89460211  |     795783 |     795819 |    0 | -28.931789 |
| WFD_02_NONIa-0001_89803     |     166369 |     166399 |    0 | -56.071083 |
| WFD_02_NONIa-0001_90001774  |     886818 |     886862 |    0 | -23.383266 |
| WFD_02_NONIa-0001_91250297  |     928666 |     928704 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_91948474  |     588062 |     588096 |    0 | -45.524532 |
| WFD_02_NONIa-0001_92209208  |    1095780 |    1095823 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_92659808  |     481147 |     481173 |    0 | -56.071083 |
| WFD_02_NONIa-0001_93835067  |     107236 |     107275 |    0 | -61.126862 |
| WFD_02_NONIa-0001_94244032  |     241174 |     241205 |    0 | -40.051697 |
| WFD_02_NONIa-0001_95074914  |     358630 |     358678 |    0 | -40.051697 |
| WFD_02_NONIa-0001_96029178  |    1074336 |    1074379 |    0 |  -2.308046 |
| WFD_02_NONIa-0001_96656734  |     350330 |     350371 |    0 | -45.524532 |
| WFD_02_NONIa-0001_98067722  |    1078260 |    1078296 |    0 | -34.503117 |
| WFD_02_NONIa-0001_98575304  |     438836 |     438876 |    0 | -23.383266 |
| WFD_02_NONIa-0001_98727176  |     264278 |     264322 |    0 | -34.503117 |
| WFD_02_NONIa-0001_99344763  |     470043 |     470077 |    0 |  -2.308046 |
| WFD_02_NONIa-0002_100308310 |      20434 |      20472 |    0 |  -2.308046 |
| WFD_02_NONIa-0002_100669544 |     240969 |     240993 |    0 | -40.051697 |
| WFD_02_NONIa-0002_101357908 |     696252 |     696291 |    0 | -61.126862 |
| WFD_02_NONIa-0002_102885549 |     272598 |     272636 |    0 |  -2.308046 |
| WFD_02_NONIa-0002_103000856 |     229509 |     229548 |    0 | -56.071083 |
| WFD_02_NONIa-0002_10323809  |     758141 |     758189 |    0 | -40.051697 |
| WFD_02_NONIa-0002_104822581 |      22169 |      22209 |    0 |   2.635033 |
| WFD_02_NONIa-0002_105127365 |      23203 |      23238 |    0 | -56.071083 |
| WFD_02_NONIa-0002_105407729 |     251146 |     251188 |    0 | -28.931789 |
| WFD_02_NONIa-0002_105589410 |    1074960 |    1075001 |    0 | -45.524532 |
| WFD_02_NONIa-0002_106266073 |     869256 |     869290 |    0 | -34.503117 |
| WFD_02_NONIa-0002_106284311 |    1057169 |    1057205 |    0 | -17.910431 |
| WFD_02_NONIa-0002_106349365 |     164066 |     164101 |    0 |   2.635033 |
| WFD_02_NONIa-0002_106377689 |     537250 |     537289 |    0 | -61.126862 |
| WFD_02_NONIa-0002_107864913 |    1102956 |    1102961 |    0 | -12.561985 |
| WFD_02_NONIa-0002_107900115 |    1122130 |    1122173 |    0 | -17.910431 |
| WFD_02_NONIa-0002_108024351 |     586163 |     586203 |    0 | -34.503117 |
| WFD_02_NONIa-0002_108597953 |     588430 |     588470 |    0 | -28.931789 |
| WFD_02_NONIa-0002_109126125 |     746095 |     746140 |    0 |   2.635033 |
| WFD_02_NONIa-0002_109924372 |      83685 |      83719 |    0 | -45.524532 |
| WFD_02_NONIa-0002_110545141 |     502627 |     502664 |    0 | -28.931789 |
| WFD_02_NONIa-0002_111822903 |     331938 |     331981 |    0 |  -2.308046 |
| WFD_02_NONIa-0002_111966534 |      72975 |      73009 |    0 | -12.561985 |
| WFD_02_NONIa-0002_11222815  |      75470 |      75503 |    0 |   2.635033 |
| WFD_02_NONIa-0002_113107412 |     120103 |     120142 |    0 | -50.872864 |
| WFD_02_NONIa-0002_114388593 |     164103 |     164143 |    0 |   2.635033 |
| WFD_02_NONIa-0002_115848176 |     584812 |     584819 |    0 | -40.051697 |
| WFD_02_NONIa-0002_116554361 |     919948 |     919983 |    0 | -56.071083 |
| WFD_02_NONIa-0002_117218906 |     921881 |     921913 |    0 | -50.872864 |
| WFD_02_NONIa-0002_118182563 |     266261 |     266304 |    0 | -17.910431 |
| WFD_02_NONIa-0002_118963686 |     924133 |     924167 |    0 | -45.524532 |
| WFD_02_NONIa-0002_119469252 |       8074 |       8110 |    0 | -28.931789 |
| WFD_02_NONIa-0002_121120990 |    1040875 |    1040914 |    0 | -50.872864 |
| WFD_02_NONIa-0002_121152483 |     806911 |     806946 |    0 | -23.383266 |
| WFD_02_NONIa-0002_122106476 |     634104 |     634154 |    0 | -23.383266 |
| WFD_02_NONIa-0002_122298480 |     376447 |     376486 |    0 | -40.051697 |
| WFD_02_NONIa-0002_12242629  |     390919 |     390955 |    0 | -45.524532 |
| WFD_02_NONIa-0002_127215933 |     911317 |     911358 |    0 |  -7.363883 |
| WFD_02_NONIa-0002_127284137 |     479548 |     479605 |    0 | -50.872864 |
| WFD_02_NONIa-0002_128337390 |     552929 |     552961 |    0 | -28.931789 |
| WFD_02_NONIa-0002_128987959 |     965005 |     965009 |    0 | -17.910431 |
| WFD_02_NONIa-0002_129188892 |     886751 |     886786 |    0 | -61.126862 |
| WFD_02_NONIa-0002_129593612 |     458538 |     458575 |    0 |  -7.363883 |
| WFD_02_NONIa-0002_130102240 |      13095 |      13131 |    0 | -17.910431 |
| WFD_02_NONIa-0002_130432444 |     106692 |     106727 |    0 | -61.126862 |
| WFD_02_NONIa-0002_131139607 |     313505 |     313540 |    0 | -28.931789 |
| WFD_02_NONIa-0002_134713742 |     697338 |     697376 |    0 | -56.071083 |
| WFD_02_NONIa-0002_136093632 |    1135990 |    1135995 |    0 | -45.524532 |
| WFD_02_NONIa-0002_137173056 |      72939 |      72973 |    0 | -12.561985 |
| WFD_02_NONIa-0002_137371658 |     736220 |     736255 |    0 | -61.126862 |
| WFD_02_NONIa-0002_138167466 |     423119 |     423146 |    0 | -34.503117 |
| WFD_02_NONIa-0002_139059581 |     861426 |     861470 |    0 | -61.126862 |
| WFD_02_NONIa-0002_139068028 |     663649 |     663689 |    0 | -28.931789 |
| WFD_02_NONIa-0002_139621303 |    1042000 |    1042053 |    0 | -34.503117 |
| WFD_02_NONIa-0002_140045006 |     846559 |     846595 |    0 | -34.503117 |
| WFD_02_NONIa-0002_140320180 |     884946 |     884978 |    0 |  -2.308046 |
| WFD_02_NONIa-0002_141864575 |     792480 |     792522 |    0 |  -7.363883 |
| WFD_02_NONIa-0002_142149782 |     294485 |     294523 |    0 | -12.561985 |
| WFD_02_NONIa-0002_142361772 |    1004177 |    1004219 |    0 | -28.931789 |
| WFD_02_NONIa-0002_144008466 |     226971 |     226976 |    0 | -61.126862 |
| WFD_02_NONIa-0002_144324583 |    1069558 |    1069604 |    0 | -12.561985 |
