                        objid   model   pb               l                b   cadence  
  WFD_01_NONIa-0008_151972388   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0008_152303324   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0008_153745996   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0008_157036027   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0008_157612322   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0008_174540623   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0008_185984236   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0008_221675402   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0008_29070094   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0008_39031067   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0008_48794462   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0008_52026428   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0008_63113723   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0008_71055654   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0008_73933632   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0008_79788968   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0008_90309109   SN1a   Y    230.15834411    9.34403843889   15.4585  
    WFD_01_NONIa-0008_9470759   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0008_94712867   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0008_96661727   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0008_98046790   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0009_117088170   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0009_117829704   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0009_135208504   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0009_159132777   SN1a   Y    230.15834411    9.34403843889    18.836  
    WFD_01_NONIa-0009_1632406   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0009_165636791   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0009_166610375   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0009_172422121   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0009_173380871   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0009_178973947   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0009_194297477   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0009_207794315   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0009_28244155   SN1a   Y    230.15834411    9.34403843889    18.836  
    WFD_01_NONIa-0009_3620994   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0009_45874900   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0009_48661193   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0009_63388137   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0009_64137554   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0009_65762817   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0009_66467174   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0009_73270510   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0009_77934522   SN1a   Y   230.921576422   -8.85598158305    22.891  
    WFD_01_NONIa-0009_7951254   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0009_80867238   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0010_112515681   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0010_123284887   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0010_123985931   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0010_129723337   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0010_132696671   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0010_151853999   SN1a   Y    230.15834411    9.34403843889   15.4585  
  WFD_01_NONIa-0010_151863978   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0010_155826018   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0010_157700851   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0010_165025720   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0010_165962929   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0010_17492979   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0010_182420005   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0010_193764637   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0010_201335479   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0010_208396484   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0010_216930270   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0010_222231190   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0010_25398563   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0010_27821985   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0010_32310141   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0010_32575357   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0010_40663879   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0010_60962021   SN1a   Y   230.921576422   -8.85598158305    25.922  
    WFD_01_NONIa-0010_7695430   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0010_79128207   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_105478514   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0011_116518803   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_117817699   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_128074852   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_131375173   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0011_138678540   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0011_144112658   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_147850786   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0011_159408283   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0011_179904491   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_183286406   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0011_183501857   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0011_187376976   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0011_188077775   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0011_193885838   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0011_194700055   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0011_207751549   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0011_212622401   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0011_218993715   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0011_25892818   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0011_27576080   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0011_39887731   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0011_48676390   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0011_51458922   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0011_63439725   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0011_67674289   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0011_71379631   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0011_79187154   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0011_85253801   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0011_86334056   SN1a   Y   230.921576422   -8.85598158305    25.922  
    WFD_01_NONIa-0011_9353075   SN1a   Y    230.15834411    9.34403843889   15.4585  
   WFD_01_NONIa-0012_11715251   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0012_119970433   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0012_12182003   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0012_137239837   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0012_138655104   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0012_146864401   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0012_151950883   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0012_165591742   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0012_172713879   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0012_173847166   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0012_178074199   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0012_185603997   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0012_193172532   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0012_198548972   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0012_200787205   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0012_201411833   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0012_203729456   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0012_206158387   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0012_210947266   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0012_31363154   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0012_34473350   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0012_43012750   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0012_46560549   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0012_47684915   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0012_48653285   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0012_68641217   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0012_70399158   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0012_78442258   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0013_100175479   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0013_102025752   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0013_10343627   SN1a   Y    230.15834411    9.34403843889   15.4585  
  WFD_01_NONIa-0013_103821894   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0013_10525465   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0013_114024447   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0013_122551863   SN1a   Y    230.15834411    9.34403843889     9.459  
    WFD_01_NONIa-0013_1402842   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0013_148239090   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0013_154843684   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0013_162274652   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0013_173200022   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0013_174357875   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0013_188871440   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0013_192111686   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0013_208433864   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0013_210570968   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0013_23585084   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0013_26990935   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0013_35955963   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0013_43436285   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0013_44529482   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0013_53981320   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0013_67261169   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0013_91413667   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0014_113655642   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0014_118631256   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0014_123261138   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0014_144606995   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0014_145064769   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0014_169694363   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0014_170097820   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0014_175914811   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0014_185622325   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0014_185760692   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0014_186859187   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0014_194433258   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0014_195147200   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0014_210943163   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0014_217908748   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0014_222297860   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0014_23991811   SN1a   Y    230.15834411    9.34403843889    14.953  
   WFD_01_NONIa-0014_27136390   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0014_30221982   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0014_32028733   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0014_32955635   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0014_48235389   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0014_54626525   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0014_56543669   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0014_66282967   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0014_69131377   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0014_79361059   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0014_90483471   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0014_96821364   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0015_106765214   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0015_109783983   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0015_112790333   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0015_119601187   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0015_120228350   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0015_12165127   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0015_136178165   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0015_141521184   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0015_141888757   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0015_143125112   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0015_145163592   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0015_145367030   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0015_14578942   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0015_148828026   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0015_154823641   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0015_161649556   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0015_162162974   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0015_166993102   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0015_175337476   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0015_180289772   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0015_18806427   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0015_192052122   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0015_198573650   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0015_19886936   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0015_201466278   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0015_21466363   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0015_22201374   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0015_26157754   SN1a   Y    230.15834411    9.34403843889   26.9435  
    WFD_01_NONIa-0015_2936972   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0015_55923294   SN1a   Y   230.921576422   -8.85598158305    25.922  
    WFD_01_NONIa-0015_6523017   SN1a   Y    230.15834411    9.34403843889    14.953  
   WFD_01_NONIa-0015_65763678   SN1a   Y    230.15834411    9.34403843889   15.4585  
   WFD_01_NONIa-0015_75453861   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0015_79983505   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0015_98566191   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0016_131710485   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0016_133462791   SN1a   Y    230.15834411    9.34403843889   15.4585  
  WFD_01_NONIa-0016_135208742   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0016_142322583   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0016_173712346   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0016_18104002   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0016_187487773   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0016_194138305   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0016_200618745   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0016_209781766   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0016_221741121   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0016_222149540   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0016_24376290   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0016_28378085   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0016_39236371   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0016_39427571   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0016_41138953   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0016_42737910   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0016_61277231   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0016_63901622   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0016_77440189   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0016_86519524   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0016_89968807   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0017_111043292   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0017_114918189   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0017_137880853   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0017_140870720   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0017_148786761   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0017_150573130   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0017_151855977   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0017_153227158   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0017_162558539   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0017_176868329   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0017_182124432   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0017_188134167   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0017_202528736   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0017_203663747   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0017_24384474   SN1a   Y    230.15834411    9.34403843889   15.4585  
    WFD_01_NONIa-0017_3741162   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0017_39099606   SN1a   Y    230.15834411    9.34403843889   26.9435  
    WFD_01_NONIa-0017_5351268   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0017_59576207   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0017_68100980   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0017_74269689   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0017_90507572   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0018_116809011   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0018_119111106   SN1a   Y   230.921576422   -8.85598158305    24.379  
  WFD_01_NONIa-0018_124538062   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0018_126600723   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0018_147383820   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0018_147513105   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0018_148452159   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0018_148865004   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0018_149197005   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0018_178299420   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0018_190268997   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0018_194751457   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0018_195914632   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0018_202443734   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0018_219283429   SN1a   Y   230.921576422   -8.85598158305    25.922  
    WFD_01_NONIa-0018_2241583   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0018_30024775   SN1a   Y    230.15834411    9.34403843889   26.9435  
   WFD_01_NONIa-0018_41662778   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0018_42446722   SN1a   Y   230.921576422   -8.85598158305    25.922  
   WFD_01_NONIa-0018_50511329   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0018_53144009   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0018_72299791   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0018_75866121   SN1a   Y    230.15834411    9.34403843889     9.459  
   WFD_01_NONIa-0018_79453457   SN1a   Y    230.15834411    9.34403843889    18.836  
   WFD_01_NONIa-0018_80585144   SN1a   Y    230.15834411    9.34403843889     9.459  
    WFD_01_NONIa-0018_9977817   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0019_109737671   SN1a   Y   230.921576422   -8.85598158305     8.016  
   WFD_01_NONIa-0019_12982965   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0019_135533263   SN1a   Y   230.921576422   -8.85598158305    22.891  
  WFD_01_NONIa-0019_135662222   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0019_138274989   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0019_138319704   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0019_138605147   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0019_146818305   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0019_147224013   SN1a   Y    230.15834411    9.34403843889    18.836  
  WFD_01_NONIa-0019_149143139   SN1a   Y   230.921576422   -8.85598158305    24.379  
  WFD_01_NONIa-0019_154962588   SN1a   Y    230.15834411    9.34403843889    14.953  
  WFD_01_NONIa-0019_158119979   SN1a   Y   230.921576422   -8.85598158305     8.016  
  WFD_01_NONIa-0019_177316416   SN1a   Y    230.15834411    9.34403843889   26.9435  
  WFD_01_NONIa-0019_178083524   SN1a   Y    230.15834411    9.34403843889     9.459  
  WFD_01_NONIa-0019_178766482   SN1a   Y   230.921576422   -8.85598158305    25.922  
  WFD_01_NONIa-0019_181543272   SN1a   Y   230.921576422   -8.85598158305    22.891  
   WFD_01_NONIa-0019_18435126   SN1a   Y    230.15834411    9.34403843889    11.988  
